P1,01_隔离级别_概述.mp4,282edee9bc2093bc84b5ffe555551cde.mp4,00:05:59
P2,02_隔离级别_错误现象.mp4,799e8c0bdb51478ebe6577561c3564c0.mp4,00:09:34
P3,03_隔离级别_快照读与当前读.mp4,0bf22aa13bcbf1e0b78b9603817aea6c.mp4,00:04:05
P4,04_隔离级别_快照建立时机.mp4,5fb379ec233029b6c977b437332a132e.mp4,00:06:28
P5,05_存储引擎_InnoDB_vs_MyISAM.mp4,71f7c4405a9d60603125ebc1d2ce1b0d.mp4,00:03:38
P6,06_存储引擎_InnoDB_vs_MyISAM_索引不同.mp4,c5920dd0c56cd172a9ee9b0947fe72c3.mp4,00:06:20
P7,07_索引_为何用B+树.mp4,4245bdfe64afb98b2547e1383da41f0b.mp4,00:10:05
P8,08_索引_B树_vs_B+树.mp4,09f24dd11def8ed27af1dab78ee585d3.mp4,00:05:27
P9,09_索引_B+树_新增_查询.mp4,b52d1a06d9969c9486bdbe884904c24d.mp4,00:09:11
P10,10_索引_B+树_删除.mp4,019af086682197484baf7f263cf168ee.mp4,00:08:42
P11,11_索引_生效失效_数据准备.mp4,2596a58ef50359f31d7f080b5f3fe71e.mp4,00:03:43
P12,12_索引_生效失效_排序.mp4,a35cd365e95974dfaeb76fee2567fd15.mp4,00:11:07
P13,13_索引_生效失效_where.mp4,8af709cb2f9358366e6eda5a45a1ae4a.mp4,00:12:28
P14,14_索引_生效失效_索引条件下推.mp4,d9b9d9820e1c9b67d82b4f4168ed723a.mp4,00:08:30
P15,15_索引_生效失效_其它.mp4,3c7bbb51d52a720984f2bfb7d5ca94d5.mp4,00:11:18
P16,16_一条查询语句的执行流程.mp4,f1591891eba392340ad033ea10d2129e.mp4,00:05:14
P17,17_undo_log.mp4,a840f13ceba6ffa686759c31f27490fa.mp4,00:08
P18,18_redo_log.mp4,3c30169dc9153e36e0ed8304cc88f178.mp4,00:05:54
P19,19_全局锁.mp4,56c2bc4cd0c24904aa43b12deb377c3e.mp4,00:08:31
P20,20_表级锁_表锁.mp4,1f6dbc05f8abbdb589485176f819a964.mp4,00:03:57
P21,21_表级锁_元数据锁.mp4,cd9a253a7ea8ccdd4cfa7fec3cf74c0b.mp4,00:07:44
P22,22_表级锁_意向锁.mp4,d292f9e1777fe32b2d3cfa1f4a367165.mp4,00:07:58
P23,23_行级锁_间隙锁.mp4,4fa22ca3d7eb55892ba13bc4a1f2f61b.mp4,00:06:35
P24,24_行级锁_临键锁.mp4,1ddf59ff0d340a2952e3af26a8297fc7.mp4,00:05:18
