P1,01_cap_概述.mp4,bfe5a77874635f6d97344d29d2d5ec2e.mp4,00:09:47
P2,02_cap_一致性级别.mp4,50a53d2c41982530aa87f662c02324e3.mp4,00:05:56
P3,03_paxos_问题提出.mp4,15b1b903c7f1864af9aa04d2c46807d5.mp4,00:07:28
P4,04_paxos_角色划分和阶段.mp4,f918988ee6194c66995229fa9bf6024e.mp4,00:04:08
P5,05_paxos_算法描述.mp4,f2b635e4a9665035a675b1a45b5a029c.mp4,00:09:44
P6,06_paxos_算法描述_例1.mp4,0cd6819044750010762aaa1820510ba5.mp4,00:06:06
P7,07_paxos_算法描述_例2.mp4,47fe34fb1d1d24668214c4a6c6747b6c.mp4,00:05
P8,08_paxos_算法描述_例3~4.mp4,6bb1a671e4487c0c8edc34e9151d09f9.mp4,00:06:49
P9,09_paxos_算法描述_例5.mp4,3aff881f2227308946b8f6e588b5f568.mp4,00:04:49
P10,10_paxos_算法描述_例6.mp4,519085978140990dc1df27f9b3500df7.mp4,00:03:44
P11,11_raft_算法概述.mp4,f8c70a7ea278a48ef366390cd1f37477.mp4,00:05:16
P12,12_raft_算法_选举1.mp4,91d93fb5bb1303e90663098fc298a20b.mp4,00:07:49
P13,13_raft_算法_选举2.mp4,50d4f137205cb55bf1f13f6990ca57ce.mp4,00:06:51
P14,14_raft_算法_执行操作.mp4,b06c3d65d47f4b429e313b77ef6f562e.mp4,00:08:18
P15,15_raft_算法_leader完整性.mp4,01ff4b8b524c7c8b8fdf9ff84d7f29f3.mp4,00:04:42
P16,16_raft_算法_选民一致性.mp4,8dd748843605c2a424dd6bc5e1c934ab.mp4,00:03:39
P17,17_gossip协议.mp4,283fba9ba988891232e9d4aa459cfd6f.mp4,00:08:53
P18,18_通用设计_如何检测节点活着.mp4,3504ca7e10774b05d06f4df1c1205490.mp4,00:03:49
P19,19_通用设计_如何实现高可用.mp4,8b8ff0b34b1fae7a85bbee70d28eaa56.mp4,00:08:08
P20,20_通用设计_如何生成全局id.mp4,8e56b00e6d803fc92f1203504e732a77.mp4,00:05:44
P21,21_通用设计_负载均衡策略.mp4,280e9a73395918836e5ebbb8f5732551.mp4,00:06:32
P22,22_通用设计_数据分片策略.mp4,5149b5811cac78013cc1ad9dde227869.mp4,00:07:15
P23,23_通用设计_分布式事务_2PC.mp4,40ce923c0350586b88da505949878885.mp4,00:07:15
P24,24_通用设计_分布式事务_TCC.mp4,80bbe614711dd10be7d64f6f0226af8b.mp4,00:06:37
P25,25_通用设计_分布式事务_消息队列.mp4,57943dc9ce5e986cd5e197c0c84cfa49.mp4,00:04:27
