P1,01_spring_refresh_概述.mp4,b79ac5bfdeaeaeadffcd8de07768c3eb.mp4,00:05:06
P2,02_spring_refresh_01_Environment.mp4,5241adc560cddd60b475e37c0e2ae9af.mp4,00:12:20
P3,03_spring_refresh_02_获取BeanFactory.mp4,adb89ffb1d60d3d65416f63deabd4a44.mp4,00:11:22
P4,04_spring_refresh_03_准备BeanFactory.mp4,601763222fa34bf9bfd6de307f6b76db.mp4,00:04:11
P5,05_spring_refresh_04-05_扩展BeanFactory.mp4,d1bfb20c39ac2125eb82c16e2f9f794a.mp4,00:04:28
P6,06_spring_refresh_06_注册bean后处理器.mp4,6399f6a15d859d75594a0cc7911e4ef6.mp4,00:09:13
P7,07_spring_refresh_07-10_applicationContext各项功能.mp4,def55e0a5aa349b97f8def40785464d3.mp4,00:06
P8,08_spring_refresh_11-12_初始化单例_完成refresh.mp4,076b26908487485337922f8d0c190907.mp4,00:06:48
P9,09_spring_refresh_小结.mp4,e04a865ee12966405130574de63268c2.mp4,00:03:19
P10,10_spring_bean_01_处理名称_检查缓存.mp4,5095a976c27907d8ef1502ab95198a16.mp4,00:06:59
P11,11_spring_bean_02-03_查找父容器_处理DependsOn.mp4,cd4ba4a2d36288afc1b3380375436718.mp4,00:03:09
P12,12_spring_bean_04_按scope创建.mp4,0d9e7fef1872ef14cbe41c76f06c2259.mp4,00:10:25
P13,13_spring_bean_05_创建bean_创建实例阶段.mp4,7a91b83ac5fd8fd647651e7ba9e49100.mp4,00:04:48
P14,14_spring_bean_05_创建bean_依赖注入阶段.mp4,b5bce7679a41fc08173fbfd1b0ece20c.mp4,00:05:40
P15,15_spring_bean_05_创建bean_依赖注入阶段_相同成员依赖注入优先级.mp4,4c00d21c906e8d09ea39d7170df5e849.mp4,00:04:58
P16,16_spring_bean_05_创建bean_初始化阶段.mp4,4b12fdb9963cc2d639ca5d1dfb1d64b7.mp4,00:06:38
P17,17_spring_bean_05_创建bean_注册可销毁bean.mp4,037222c7a08a1d67b361e2f08a073351.mp4,00:06:30
P18,18_spring_bean_07_销毁bean.mp4,b33943db14160ddcf1f5f2f6d8fce533.mp4,00:07:55
P19,19_spring_tx_事务失效场景1_检查异常.mp4,031f4829fa6528d505fc3fc550b020ff.mp4,00:09:14
P20,20_spring_tx_事务失效场景2_错误try-catch.mp4,a8a9465161c15b1dbc0a9b1567392a5f.mp4,00:06:27
P21,21_spring_tx_事务失效场景3_切面顺序.mp4,97eaeae4188bdc941d58350b8a98bc7b.mp4,00:09:47
P22,22_spring_tx_事务失效场景4_非public方法.mp4,112544b1031c82bc4b2852e8b34e79bf.mp4,00:04:21
P23,23_spring_tx_事务失效场景5_父子容器.mp4,ed2ab95b85b92e3d137e10049c6c6ab9.mp4,00:06:29
P24,24_spring_tx_事务失效场景6_本类方法调用.mp4,a8c21dbfd9a0ba138bf0800b6e2e7acc.mp4,00:09:41
P25,25_spring_tx_事务失效场景7_原子性失效.mp4,8655672e481e94769aabc213fb033202.mp4,00:05:11
P26,26_spring_tx_事务失效场景8_锁失效.mp4,912136e9ddc68bd4f6dd3e6300c40589.mp4,00:12:53
P27,27_spring_webmvc_执行流程_初始化.mp4,d960568f9c8ca98975969400989445f9.mp4,00:05:07
P28,28_spring_webmvc_执行流程_匹配.mp4,6a1c762cd65d43d40771b7597016dac5.mp4,00:06:11
P29,29_spring_webmvc_执行流程_执行.mp4,7ac28e6a8ed45a74ed8d393cc729390d.mp4,00:07:58
P30,30_spring_annotation_spring注解.mp4,3602f3fa91f77aa54d023949462b0a91.mp4,00:17:10
P31,31_spring_annotation_webmvc注解.mp4,f3439ecba8debe75a8b24e8f80eab8cf.mp4,00:09:18
P32,32_spring_annotation_boot注解.mp4,7e14a995cb9cf461b8b4ffa623e69e41.mp4,00:07:55
P33,33_spring_annotation_@Configuration_配置类即为工厂.mp4,8c64d1490a429cc4dbeab7f245016e56.mp4,00:06:26
P34,34_spring_annotation_@Configuration_工厂方法不能重载.mp4,6c9b3d2658c550d1c51b1ba6d36b0a95.mp4,00:02:21
P35,35_spring_annotation_@Configuration_配置类默认为代理.mp4,2812e4115c71e250668e167d8d705980.mp4,00:07:09
P36,36_spring_annotation_@Configuration_配置类依赖注入失效.mp4,f5d3b88ae6d387f9ba2d1d82a948bcf3.mp4,00:09:55
P37,37_spring_annotation_@Import_基本使用.mp4,85aeba04d317b0d284c3a73af57f86fa.mp4,00:12:13
P38,38_spring_annotation_@Import_DeferredImportSelector.mp4,95a7672851f531809e3b716d6244f196.mp4,00:12:37
P39,39_spring_boot_自动配置_@SpringBootApplication.mp4,4f50692362a4eec83605f30a3f908b8a.mp4,00:08:53
P40,40_spring_boot_自动配置_@EnableAutoConfiguration.mp4,a6f329336c298db38e8c3c43d0fe7110.mp4,00:11:27
P41,41_spring_pattern_1~3.mp4,9b29c9683e505f5e93782800a0664206.mp4,00:05:53
P42,42_spring_pattern_4~5.mp4,5bff4aafdc85dbc6463db53ea68922ae.mp4,00:04:41
P43,43_spring_pattern_6~7.mp4,1fd93082926eb72d0078e0c5bd668cd0.mp4,00:04:34
P44,44_spring_pattern_8~11.mp4,1888afe36b313ac39e285ff208d6bcb7.mp4,00:04:36
